rank,name,final_score,semantic_score,experience_score,behavioral_score,retrieval_score,career_growth_score,location_score,education_score,skill_depth_score,skill_duration_score,skill_endorsement_score,leadership_score,job_stability_score,startup_mindset_score,title_semantic_score,experience_semantic_score,honeypot_flag,honeypot_type,reasoning,current_title,current_company,experience_years,location
222,Candidate_0221,0.5702,0.499,0.75,0.3101,0.07,0.65,1.0,0.9,0.85,1.0,1.0,0.15,1.0,0.7,0.6193,0.3579,False,,"Rank #222: Strong match for retrieval-focused AI engineering role. 4 years at Account Executive, Operations Manager building semantic search, ranking, or retrieval systems with Jupyter Notebook, Keras, Python. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Razorpay,4.0,Pune
223,Candidate_0152,0.5699,0.516,0.75,0.3491,0.07,0.65,1.0,0.8,0.6833,0.9622,1.0,0.15,1.0,0.7,0.7376,0.3906,False,,"Rank #223: Strong match for retrieval-focused AI engineering role. 4 years at Customer Success Manager building semantic search, ranking, or retrieval systems with NumPy, REST APIs, Jupyter Notebook. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Senior AI Engineer,Razorpay,4.0,Pune
224,Candidate_0201,0.568,0.5079,1.0,0.4083,0.07,0.65,0.3,0.4,0.74,1.0,1.0,0.15,1.0,0.7,0.6193,0.3488,False,,"Rank #224: Strong match for retrieval-focused AI engineering role. 5 years at Account Executive, Customer Success Manager building semantic search, ranking, or retrieval systems with OpenAI API, Pandas, Prompt Engineering. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",NLP Engineer,Nixtla,5.0,Kolkata
225,Candidate_0404,0.5673,0.4565,1.0,0.4109,0.0,0.65,1.0,0.9,0.6444,1.0,1.0,0.15,0.7,0.5,0.2999,0.3566,False,,"Rank #225: Candidate with 9 years at Account Executive, HR Business Partner as Recruiter. Skilled in Social Media, SQL, JIRA. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Recruiter,Capgemini,9.0,Hyderabad
226,Candidate_0280,0.5671,0.427,1.0,0.4238,0.0,0.62,1.0,0.9,0.8667,1.0,1.0,0.0,1.0,0.0,0.5265,0.3582,False,,"Rank #226: Candidate with 9 years at Capgemini, Tech Mahindra as Senior Software Engineer. Skilled in NumPy, Data Analysis, SQL. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (9 yrs).",Senior Software Engineer,Tech Mahindra,9.0,Bangalore
227,Candidate_0410,0.5669,0.4138,1.0,0.3627,0.0,0.65,1.0,0.9,0.5,1.0,1.0,0.65,1.0,0.5,0.3413,0.2616,False,,"Rank #227: Candidate with 7 years at Customer Success Manager, HR Business Partner as Business Development Manager. Skilled in SQL, Budget Management, Stakeholder Management. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Business Development Manager,TCS,7.0,Hyderabad
228,Candidate_0185,0.566,0.54,0.75,0.267,0.14,0.65,1.0,0.5,0.79,1.0,1.0,0.15,1.0,0.7,0.6681,0.4184,False,,"Rank #228: Strong match for retrieval-focused AI engineering role. 4 years at Marketing Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with Pandas, Prompt Engineering, Jupyter Notebook. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD.",Ranking Engineer,BrowserStack,4.0,Hyderabad
229,Candidate_0254,0.5634,0.4394,1.0,0.4389,0.0,0.62,1.0,0.9,0.7042,1.0,1.0,0.0,1.0,0.0,0.5265,0.3357,False,,"Rank #229: Candidate with 9 years at Hexaware, IBM Consulting as Senior Software Engineer. Skilled in SQL, Jupyter Notebook, Machine Learning. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Senior Software Engineer,Mindtree,9.0,Bangalore
230,Candidate_0220,0.563,0.5267,0.75,0.3341,0.07,0.65,1.0,0.7,0.6333,1.0,1.0,0.15,1.0,0.7,0.6135,0.4577,False,,"Rank #230: Strong match for retrieval-focused AI engineering role. 4 years at HR Business Partner, Customer Success Manager building semantic search, ranking, or retrieval systems with SQL, TensorFlow, Machine Learning. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD.",Search Engineer,Microsoft,4.0,Noida
231,Candidate_0194,0.5629,0.5025,1.0,0.2496,0.07,0.65,0.3,0.9,0.63,1.0,1.0,0.15,1.0,0.7,0.6607,0.3241,False,,"Rank #231: Strong match for retrieval-focused AI engineering role. 6 years at Account Executive, Marketing Manager building semantic search, ranking, or retrieval systems with REST APIs, GitHub, ChatGPT. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Wipro,6.0,"San Francisco, USA"
232,Candidate_0218,0.5621,0.5234,0.75,0.4155,0.14,0.65,0.3,0.9,0.7792,0.9222,1.0,0.15,1.0,0.7,0.5453,0.4713,False,,"Rank #232: Strong match for retrieval-focused AI engineering role. 4 years at HR Business Partner, Marketing Manager building semantic search, ranking, or retrieval systems with Machine Learning, TensorFlow, GitHub. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD.",Retrieval Engineer,Tech Mahindra,4.0,"San Francisco, USA"
233,Candidate_0168,0.5619,0.5277,0.75,0.3747,0.07,0.65,1.0,0.7,0.5533,0.9333,1.0,0.15,1.0,0.7,0.6135,0.4486,False,,"Rank #233: Strong match for retrieval-focused AI engineering role. 4 years at Operations Manager, HR Business Partner building semantic search, ranking, or retrieval systems with NumPy, TensorFlow, ChatGPT. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Capgemini,4.0,Pune
234,Candidate_0391,0.5618,0.3981,1.0,0.3116,0.07,0.65,1.0,0.9,0.7556,1.0,1.0,0.15,1.0,0.7,0.1591,0.2426,False,,"Rank #234: Strong match for retrieval-focused AI engineering role. 5 years at Operations Manager, HR Business Partner building semantic search, ranking, or retrieval systems with Content Marketing, SQL, Google Analytics. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (5 yrs); demonstrates retrieval/ranking expertise required by the JD.",HR Business Partner,Accenture,5.0,Delhi NCR
235,Candidate_0273,0.5611,0.4348,1.0,0.4221,0.0,0.62,1.0,0.9,0.7208,1.0,1.0,0.0,1.0,0.0,0.5265,0.335,False,,"Rank #235: Candidate with 7 years at IBM Consulting, Deloitte Tech as Senior Software Engineer. Skilled in ChatGPT, TensorFlow, OpenAI API. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs).",Senior Software Engineer,Accenture,7.0,Pune
236,Candidate_0422,0.561,0.4343,1.0,0.306,0.0,0.65,1.0,0.9,0.7556,1.0,1.0,0.15,1.0,0.5,0.2649,0.2748,False,,"Rank #236: Candidate with 7 years at HR Business Partner, Account Executive as UX Designer. Skilled in Microsoft Excel, Leadership, Machine Learning. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",UX Designer,Hexaware,7.0,Pune
237,Candidate_0363,0.5608,0.4267,1.0,0.3434,0.07,0.65,1.0,0.7,0.6562,1.0,1.0,0.15,1.0,0.7,0.2269,0.1879,False,,"Rank #237: Strong match for retrieval-focused AI engineering role. 8 years at Marketing Manager building semantic search, ranking, or retrieval systems with Budget Management, Machine Learning, SEO. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (8 yrs); demonstrates retrieval/ranking expertise required by the JD.",Financial Analyst,Mphasis,8.0,Delhi NCR
238,Candidate_0386,0.5601,0.3515,1.0,0.3918,0.0,0.65,1.0,0.9,0.6667,1.0,1.0,0.65,1.0,0.5,0.2644,0.2237,False,,"Rank #238: Candidate with 8 years at Marketing Manager as Project Manager. Skilled in Content Marketing, TensorFlow, Microsoft Excel. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (8 yrs); has the required expert-level Python.",Project Manager,Hexaware,8.0,Mumbai
239,Candidate_0288,0.5596,0.4487,1.0,0.4436,0.0,0.62,1.0,0.8,0.7333,0.8611,1.0,0.0,1.0,0.0,0.5265,0.3372,False,,"Rank #239: Candidate with 7 years at IBM Consulting, TCS as Senior Software Engineer. Skilled in REST APIs, Jupyter Notebook, GitHub. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Senior Software Engineer,Capgemini,7.0,Bangalore
240,Candidate_0336,0.5588,0.4462,1.0,0.4515,0.0,0.65,1.0,0.9,0.65,0.7611,1.0,0.0,1.0,0.0,0.5265,0.349,False,,"Rank #240: Candidate with 5 years at Infosys, Hexaware as Senior Software Engineer. Skilled in Prompt Engineering, Scikit-learn, ChatGPT. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Senior Software Engineer,IBM Consulting,5.0,Bangalore
241,Candidate_0231,0.5576,0.528,0.75,0.361,0.14,0.65,0.3,0.9,0.7591,0.9909,1.0,0.15,1.0,0.7,0.5453,0.4624,False,,"Rank #241: Strong match for retrieval-focused AI engineering role. 4 years at Operations Manager, Marketing Manager building semantic search, ranking, or retrieval systems with GitHub, Python, Jupyter Notebook. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Retrieval Engineer,Wipro,4.0,Kolkata
242,Candidate_0462,0.5565,0.444,1.0,0.2953,0.0,0.65,0.8,0.9,0.7375,1.0,1.0,0.15,1.0,0.5,0.2999,0.3822,False,,"Rank #242: Candidate with 5 years at Marketing Manager, Customer Success Manager as Recruiter. Skilled in Leadership, Machine Learning, Budget Management. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (5 yrs).",Recruiter,HCL Technologies,5.0,Remote
243,Candidate_0204,0.5565,0.4864,1.0,0.2323,0.07,0.65,0.3,0.7,0.7864,1.0,1.0,0.15,1.0,0.7,0.6607,0.3207,False,,"Rank #243: Strong match for retrieval-focused AI engineering role. 6 years at Marketing Manager building semantic search, ranking, or retrieval systems with SQL, NumPy, LangChain. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,TCS,6.0,Singapore
244,Candidate_0417,0.556,0.4182,1.0,0.1188,0.07,0.65,1.0,0.9,0.775,1.0,1.0,0.65,0.7,0.7,0.3198,0.2697,False,,"Rank #244: Strong match for retrieval-focused AI engineering role. 9 years at Operations Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with Social Media, Keras, Budget Management. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 281 days ago. JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Operations Manager,Deloitte Tech,9.0,Gurgaon
245,Candidate_0240,0.5555,0.5675,0.5,0.4653,0.14,0.65,1.0,0.9,0.675,0.79,1.0,0.15,1.0,0.7,0.4277,0.4021,False,,"Rank #245: Strong match for retrieval-focused AI engineering role. 3 years at Customer Success Manager, Marketing Manager building semantic search, ranking, or retrieval systems with ChatGPT, Jupyter Notebook, Machine Learning. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,ShareChat,3.0,Delhi NCR
246,Candidate_0435,0.5554,0.4239,1.0,0.4124,0.07,0.65,1.0,0.4,0.6864,0.8515,1.0,0.15,1.0,0.7,0.2773,0.2145,False,,"Rank #246: Strong match for retrieval-focused AI engineering role. 6 years at Operations Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with PowerPoint, Python, Social Media. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Scrum Master,Hexaware,6.0,Bangalore
247,Candidate_0159,0.555,0.5223,0.75,0.3782,0.07,0.65,0.3,0.9,0.7967,1.0,1.0,0.15,1.0,0.7,0.6135,0.4398,False,,"Rank #247: Strong match for retrieval-focused AI engineering role. 4 years at Account Executive, HR Business Partner building semantic search, ranking, or retrieval systems with Pandas, Jupyter Notebook, Python. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Ola,4.0,Ahmedabad
248,Candidate_0341,0.5547,0.4398,1.0,0.403,0.0,0.62,1.0,0.8,0.7208,0.9417,1.0,0.0,1.0,0.0,0.5265,0.3548,False,,"Rank #248: Candidate with 7 years at Capgemini, Accenture as Senior Software Engineer. Skilled in OpenAI API, Python, SQL. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Senior Software Engineer,Tech Mahindra,7.0,Pune
249,Candidate_0375,0.5543,0.3443,1.0,0.4583,0.0,0.65,1.0,0.9,0.7583,1.0,1.0,0.15,1.0,0.5,0.2269,0.2004,False,,"Rank #249: Candidate with 8 years at Marketing Manager as Financial Analyst. Skilled in Salesforce, Stakeholder Management, Machine Learning. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (8 yrs); has the required expert-level Python.",Financial Analyst,IBM Consulting,8.0,Noida
250,Candidate_0397,0.5541,0.4553,1.0,0.1256,0.07,0.65,1.0,0.9,0.82,1.0,1.0,0.15,0.7,0.7,0.2999,0.3368,False,,"Rank #250: Strong match for retrieval-focused AI engineering role. 9 years at Customer Success Manager, Operations Manager building semantic search, ranking, or retrieval systems with Python, HubSpot, SQL. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 206 days ago. JD fit: meets the 5-9 year experience requirement (9 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recruiter,Tech Mahindra,9.0,Hyderabad
251,Candidate_0457,0.5538,0.4725,1.0,0.4003,0.0,0.65,0.3,0.9,0.6808,1.0,1.0,0.15,1.0,0.5,0.3382,0.3476,False,,"Rank #251: Relevant AI/ML profile with 7 years of experience at Account Executive, Operations Manager. Skills include JIRA, Confluence, Leadership. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs).",Data Entry Specialist,HCL Technologies,7.0,Singapore
252,Candidate_0385,0.5537,0.4411,1.0,0.4067,0.0,0.65,0.3,0.7,0.775,1.0,1.0,0.65,1.0,0.5,0.2241,0.2824,False,,"Rank #252: Candidate with 6 years at Marketing Manager, Operations Manager as Customer Success Manager. Skilled in Microsoft Excel, Leadership, Google Analytics. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs).",Customer Success Manager,HCL Technologies,6.0,Singapore
253,Candidate_0311,0.5524,0.4414,1.0,0.3843,0.0,0.62,1.0,0.8,0.6667,1.0,1.0,0.0,1.0,0.0,0.5265,0.3781,False,,"Rank #253: Candidate with 6 years at Tech Mahindra, Accenture as Senior Software Engineer. Skilled in Keras, GitHub, Scikit-learn. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs).",Senior Software Engineer,Mindtree,6.0,Pune
254,Candidate_0250,0.5522,0.4296,1.0,0.3483,0.0,0.62,1.0,0.9,0.7542,1.0,1.0,0.0,1.0,0.0,0.5265,0.3151,False,,"Rank #254: Candidate with 9 years at IBM Consulting, Cognizant as Senior Software Engineer. Skilled in LangChain, NumPy, TensorFlow. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Senior Software Engineer,Tech Mahindra,9.0,Bangalore
255,Candidate_0251,0.5518,0.4403,1.0,0.3794,0.0,0.62,1.0,0.9,0.6083,1.0,1.0,0.0,1.0,0.0,0.5265,0.3373,False,,"Rank #255: Candidate with 6 years at Mphasis, Infosys as Senior Software Engineer. Skilled in OpenAI API, Keras, NumPy. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs).",Senior Software Engineer,TCS,6.0,Pune
256,Candidate_0153,0.551,0.5624,0.75,0.3057,0.14,0.65,0.3,0.9,0.67,1.0,1.0,0.15,1.0,0.7,0.4277,0.4209,False,,"Rank #256: Strong match for retrieval-focused AI engineering role. 4 years at HR Business Partner, Marketing Manager building semantic search, ranking, or retrieval systems with Machine Learning, Scikit-learn, REST APIs. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Recommendation Systems Engineer,Flipkart,4.0,Chennai
257,Candidate_0366,0.5505,0.4185,0.75,0.4051,0.07,0.65,1.0,0.9,0.64,1.0,1.0,0.65,1.0,0.7,0.2241,0.1759,False,,"Rank #257: Strong match for retrieval-focused AI engineering role. 4 years at Marketing Manager, Account Executive building semantic search, ranking, or retrieval systems with TensorFlow, Python, SQL. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Customer Success Manager,Hexaware,4.0,Gurgaon
258,Candidate_0328,0.5502,0.4458,1.0,0.3397,0.0,0.62,1.0,0.8,0.7208,1.0,1.0,0.0,1.0,0.0,0.5265,0.349,False,,"Rank #258: Candidate with 9 years at Deloitte Tech, Capgemini as Senior Software Engineer. Skilled in Pandas, ChatGPT, Prompt Engineering. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Senior Software Engineer,Mindtree,9.0,Pune
259,Candidate_0257,0.5501,0.4307,1.0,0.3895,0.0,0.62,1.0,0.9,0.6,0.9806,1.0,0.0,1.0,0.0,0.5265,0.3654,False,,"Rank #259: Candidate with 6 years at Cognizant, Capgemini as Senior Software Engineer. Skilled in GitHub, Prompt Engineering, Data Analysis. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); has the required expert-level Python.",Senior Software Engineer,Hexaware,6.0,Pune
260,Candidate_0324,0.5501,0.4345,1.0,0.34,0.0,0.62,1.0,0.9,0.6875,1.0,1.0,0.0,1.0,0.0,0.5265,0.3631,False,,"Rank #260: Candidate with 7 years at Cognizant, Wipro as Senior Software Engineer. Skilled in ChatGPT, Prompt Engineering, Scikit-learn. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (7 yrs).",Senior Software Engineer,IBM Consulting,7.0,Bangalore
261,Candidate_0287,0.5498,0.4411,1.0,0.3809,0.0,0.62,1.0,0.7,0.7708,0.8861,1.0,0.0,1.0,0.0,0.5265,0.3844,False,,"Rank #261: Candidate with 8 years at Wipro, Capgemini as Senior Software Engineer. Skilled in NumPy, ChatGPT, TensorFlow. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (8 yrs); has the required expert-level Python.",Senior Software Engineer,Mindtree,8.0,Bangalore
262,Candidate_0272,0.5495,0.4454,1.0,0.315,0.0,0.62,1.0,0.9,0.6833,1.0,1.0,0.0,1.0,0.0,0.5265,0.3605,False,,"Rank #262: Candidate with 5 years at Hexaware, Mphasis as Senior Software Engineer. Skilled in SQL, Python, OpenAI API. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Senior Software Engineer,Hexaware,5.0,Pune
263,Candidate_0265,0.549,0.4323,1.0,0.3334,0.0,0.62,1.0,0.9,0.7083,1.0,1.0,0.0,1.0,0.0,0.5265,0.3242,False,,"Rank #263: Candidate with 7 years at Wipro, Capgemini as Senior Software Engineer. Skilled in Pandas, Jupyter Notebook, GitHub. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (7 yrs).",Senior Software Engineer,Cognizant,7.0,Bangalore
264,Candidate_0255,0.5488,0.4469,1.0,0.4064,0.0,0.62,1.0,0.8,0.5542,1.0,0.965,0.0,1.0,0.0,0.5265,0.317,False,,"Rank #264: Candidate with 7 years at Wipro, Mphasis as Senior Software Engineer. Skilled in ChatGPT, SQL, LangChain. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Senior Software Engineer,Cognizant,7.0,Pune
265,Candidate_0184,0.5477,0.5006,1.0,0.2752,0.07,0.65,0.3,0.4,0.6792,0.9667,1.0,0.15,1.0,0.7,0.6672,0.3524,False,,"Rank #265: Strong match for retrieval-focused AI engineering role. 6 years at Operations Manager, HR Business Partner building semantic search, ranking, or retrieval systems with LangChain, Jupyter Notebook, TensorFlow. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD.",Applied ML Engineer,Tech Mahindra,6.0,Kolkata
266,Candidate_0360,0.5467,0.4223,1.0,0.0681,0.07,0.65,1.0,0.9,0.5714,1.0,1.0,0.65,1.0,0.7,0.2487,0.2213,False,,"Rank #266: Strong match for retrieval-focused AI engineering role. 6 years at Operations Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with PowerPoint, SQL, TensorFlow. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 31 days ago. JD fit: meets the 5-9 year experience requirement (6 yrs); demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Marketing Manager,Mphasis,6.0,Mumbai
267,Candidate_0300,0.5465,0.4373,1.0,0.3724,0.0,0.62,1.0,0.9,0.5292,1.0,1.0,0.0,1.0,0.0,0.5265,0.3502,False,,"Rank #267: Candidate with 6 years at HCL Technologies, Tech Mahindra as Senior Software Engineer. Skilled in Data Analysis, Keras, Jupyter Notebook. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (6 yrs); has the required expert-level Python.",Senior Software Engineer,Wipro,6.0,Bangalore
268,Candidate_0322,0.5459,0.4453,1.0,0.3365,0.0,0.62,1.0,0.9,0.5667,1.0,1.0,0.0,1.0,0.0,0.5265,0.3449,False,,"Rank #268: Candidate with 5 years at HCL Technologies, Capgemini as Senior Software Engineer. Skilled in OpenAI API, ChatGPT, Keras. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Senior Software Engineer,Accenture,5.0,Pune
269,Candidate_0244,0.5451,0.543,0.75,0.2604,0.14,0.65,0.3,0.8,0.7,1.0,1.0,0.15,1.0,0.7,0.6681,0.4013,False,,"Rank #269: Strong match for retrieval-focused AI engineering role. 4 years at Marketing Manager, Customer Success Manager building semantic search, ranking, or retrieval systems with Prompt Engineering, TensorFlow, NumPy. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,Zoho,4.0,"San Francisco, USA"
270,Candidate_0282,0.5451,0.452,1.0,0.4197,0.0,0.62,0.3,0.9,0.8625,1.0,1.0,0.0,1.0,0.0,0.5265,0.3827,False,,"Rank #270: Candidate with 7 years at Mindtree, Infosys as Senior Software Engineer. Skilled in TensorFlow, Prompt Engineering, Python. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Senior Software Engineer,TCS,7.0,Chennai
271,Candidate_0285,0.5451,0.425,1.0,0.3049,0.0,0.62,1.0,0.9,0.7292,1.0,1.0,0.0,1.0,0.0,0.5265,0.3393,False,,"Rank #271: Candidate with 5 years at Accenture, Infosys as Senior Software Engineer. Skilled in Keras, GitHub, REST APIs. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Senior Software Engineer,HCL Technologies,5.0,Pune
272,Candidate_0278,0.5451,0.4513,1.0,0.3076,0.0,0.62,1.0,0.8,0.7792,0.7972,1.0,0.0,1.0,0.0,0.5265,0.3758,False,,"Rank #272: Candidate with 5 years at Cognizant, Deloitte Tech as Senior Software Engineer. Skilled in Keras, SQL, Prompt Engineering. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Senior Software Engineer,Mindtree,5.0,Pune
273,Candidate_0237,0.5442,0.5454,0.5,0.3944,0.14,0.5,1.0,0.8,0.7393,0.8857,1.0,0.15,1.0,0.7,0.6681,0.5207,False,,"Rank #273: Strong match for retrieval-focused AI engineering role. 3 years at HR Business Partner building semantic search, ranking, or retrieval systems with SQL, Prompt Engineering, LangChain. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Ranking Engineer,Zoho,3.0,Noida
274,Candidate_0284,0.5439,0.43,1.0,0.3057,0.0,0.62,1.0,0.9,0.7083,1.0,0.995,0.0,1.0,0.0,0.5265,0.2696,False,,"Rank #274: Candidate with 9 years at Hexaware, Wipro as Senior Software Engineer. Skilled in GitHub, TensorFlow, Pandas. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Senior Software Engineer,IBM Consulting,9.0,Pune
275,Candidate_0309,0.5439,0.4524,1.0,0.254,0.0,0.62,1.0,0.9,0.6792,1.0,1.0,0.0,1.0,0.0,0.5265,0.3651,False,,"Rank #275: Candidate with 8 years at Deloitte Tech, Wipro as Senior Software Engineer. Skilled in TensorFlow, LangChain, Jupyter Notebook. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (8 yrs); has the required expert-level Python.",Senior Software Engineer,Hexaware,8.0,Pune
276,Candidate_0407,0.5436,0.3645,1.0,0.356,0.0,0.65,1.0,0.9,0.6536,1.0,1.0,0.15,1.0,0.5,0.2286,0.2849,False,,"Rank #276: Candidate with 7 years at Operations Manager, HR Business Partner as Content Writer. Skilled in Confluence, Project Management, PowerPoint. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Content Writer,HCL Technologies,7.0,Mumbai
277,Candidate_0469,0.542,0.472,1.0,0.2704,0.0,0.65,1.0,0.4,0.6577,1.0,1.0,0.15,1.0,0.5,0.2649,0.3112,False,,"Rank #277: Candidate with 6 years at Customer Success Manager, Operations Manager as UX Designer. Skilled in HubSpot, Salesforce, TensorFlow. Limited retrieval/ranking experience for this search-focused role. JD fit: meets the 5-9 year experience requirement (6 yrs); has the required expert-level Python.",UX Designer,HCL Technologies,6.0,Bangalore
